건물명,주소,위도,경도
등촌동노블리움오피스텔, 등촌동 628,37.56047844,126.8556382
현대프린스텔, 등촌동 628-13,37.56008722,126.856363
강변샤르망1단지, 등촌동 628-16,37.55948228,126.85726
강변샤르망3단지, 등촌동 628-17,37.55913018,126.8568204
트라비하우스, 등촌동 628-18,37.55891918,126.8564668
강변샤르망2단지, 등촌동 628-32,37.55924334,126.8575268
등촌동두산위브센티움, 등촌동 631,37.55740048,126.8613862
어위쉬 예다인, 등촌동 63-12,37.5627901,126.851005
월드파크뷰, 등촌동 632-7,37.55533462,126.8649783
등촌투웨니퍼스트2차, 등촌동 633-17,37.5539096,126.8653351
등촌투웨니퍼스트3차, 등촌동 633-21,37.55379396,126.8657735
등촌동 Y HAUS 오피스텔, 등촌동 633-24,37.55335655,126.8658639
대외그랜드오피스텔, 등촌동 635-5,37.55457939,126.8621032
"	(636-1)	", 등촌동 636-1,37.55648406,126.8606398
HT뉴파인, 등촌동 636-42,37.5552577,126.861722
아줄리움, 등촌동 637-16,37.55664095,126.8586491
라빌라스, 등촌동 637-19,37.5562408,126.8592965
청림오피스텔 별관, 등촌동 637-21,37.55604105,126.8592611
유원더블레스, 등촌동 637-27,37.55656259,126.8582793
ACE A-ZONE, 등촌동 639-8,37.55856547,126.856152
퀸즈오피스텔, 등촌동 641-10,37.5566666,126.8561313
등촌2차 크라운팰리스, 등촌동 641-2,37.55673317,126.8568528
등촌크라운팰리스, 등촌동 641-9,37.55656626,126.856473
신도그랑피아오피스텔, 등촌동 642-2,37.55557481,126.8587398
한울에이치밸리움2차아파트, 등촌동 648-11,37.55194901,126.8642874
비원오피스텔, 등촌동 648-6,37.55147202,126.864982
우림보보카운티뷰, 등촌동 649-14,37.55220647,126.8632494
"	(654-61)	", 등촌동 654-61,37.5547906,126.8566157
경동미르웰한올림, 등촌동 656,37.55726191,126.8535636
경동미르웰한올림, 등촌동 656-1,37.55706059,126.8536294
아이디움, 등촌동 656-36,37.55686995,126.8546962
한빛어반뉴스토리, 등촌동 656-37,37.55677641,126.8549979
킹덤하이너스, 등촌동 656-41,37.5563181,126.8539332
강서메트로칸, 등촌동 656-52,37.55600741,126.8537133
센트럴시티, 등촌동 656-57,37.55574173,126.853887
등촌 미르웰 한올림 3차, 등촌동 656-58,37.55653864,126.8548649
모노씨티빌등촌, 등촌동 658,37.55742603,126.8511307
등촌동성원상떼뷰오피스텔, 등촌동 673-6,37.55878827,126.8400374
효성인텔리안, 등촌동 681-3,37.56339823,126.8401969
뉴스토리오피스텔, 등촌동 683-1,37.56601619,126.8414895
대룡드림타워-1, 등촌동 684-3,37.56662814,126.8414258
경동미르웰양천향교2차, 등촌동 685,37.56662163,126.8422071
경남파크빌, 등촌동 719,37.54579924,126.8620597
동양하우징, 등촌동 721,37.53581587,126.8630326
삼부르네상스, 등촌동 75-1,37.56129271,126.8539604
길훈엔트런스빌, 등촌동 78-7,37.56089509,126.8545887
고운타워, 마장동 474-5,37.57043068,127.0373367
1동(766-25), 마장동 766-25,37.56941854,127.0444289
트레저힐스, 마장동 775-2,37.56538581,127.0401942
트레저힐스, 마장동 775-4,37.56537796,127.0404106
"	(777-3)	", 마장동 777-3,37.56738787,127.0457313
마장동청계아르테미스, 마장동 778-5,37.56590728,127.0463865
서울역 디오빌, 만리동1가 62-7,37.55501393,126.967221
KCC 파크타운, 만리동2가 11-1,37.5550123,126.9662929
청재 수아베, 망우동 133-23,37.6003238,127.106528
TRAUM VILLE 2, 망우동 506-14,37.59555491,127.093623
망우동 YMS 캐슬, 망우동 506-15,37.59550158,127.0934591
"	(506-8)	", 망우동 506-8,37.5956802,127.0933485
효성 써너스빌 에코, 망우동 508-2,37.5971291,127.0943548
나래오피스텔, 망우동 508-32,37.59623208,127.0943299
더하이어, 망우동 508-6,37.59682818,127.0940945
건원 베스트원, 면목동 105-4,37.58863642,127.0895999
성진빌딩, 면목동 105-43,37.58841732,127.0893855
다온스테이트, 면목동 105-8,37.58847082,127.088801
라임타워, 면목동 1094-1,37.57917628,127.0921715
면목동스카이시티, 면목동 1110-13,37.58069177,127.0908596
하이원팰리스, 면목동 116-2,37.58737022,127.0868943
-1203, 면목동 1203,37.58780682,127.0887849
래미안빌, 면목동 149-41,37.58705888,127.0828414
주함해븐타워 원(면목동), 면목동 1541,37.59248674,127.0872932
행복오피스텔, 면목동 1546,37.58963678,127.0942333
어울림 홈타운 5차 주상복합, 면목동 472-56,37.58089254,127.0906466
중랑 지웰 에스테이트, 면목동 538,37.58722503,127.0866147
예인플레이스, 면목동 604-21,37.5813342,127.0868158
(626-31), 면목동 626-31,37.57910406,127.087055
리더스빌딩, 면목동 633-9,37.57938903,127.0868625
성진쉐르빌, 면목동 634-43,37.58003508,127.0876531
서일타운, 면목동 68-2,37.58658688,127.0943426
대우오피스텔, 면목동 72-36,37.58938837,127.093069
다원빌, 면목동 90-27,37.59328064,127.0899395
어반휴6차, 면목동 90-64,37.59359443,127.0914102
고덕역 효성해링턴 타워 더퍼스트, 명일동 46-2,37.55464041,127.1546266
현대델리안오피스텔, 명일동 47-18,37.55331114,127.155952
고덕역 갑을명가시티 오피스텔, 명일동 47-2,37.55405361,127.1547669
한화오벨리스크스위트, 명일동 48-17,37.55197922,127.1558039
서희스타힐스, 명일동 48-7,37.55227095,127.1557455
"	(324-53)	", 목동 324-53,37.54372241,126.8625363
밀레니엄오피스텔, 목동 515-7,37.54672207,126.8760201
목동 아가도스 오피스텔, 목동 516-2,37.546794,126.8771929
목동대우마이빌, 목동 603-2,37.54950688,126.8669298
한울팰리스, 목동 604-9,37.54990458,126.8659444
석경트라움, 목동 605-11,37.55039921,126.8652319
엠제이타운, 목동 605-17,37.55051325,126.8649203
목동팰리스오피스텔, 목동 607-1,37.55030192,126.8647818
파크아리온, 목동 607-22,37.54943456,126.8656383
한울팰리스, 목동 614-9,37.54805413,126.8635616
목동 트라움시티, 목동 621-5,37.54728509,126.8635286
(713-1), 목동 713-1,37.89115029,127.5482944
에이앤캐슬, 목동 713-9,37.89068426,127.5476428
목동오피스텔, 목동 791-21,37.53331017,126.8647277
스카이포레, 목동 905-33,37.53182693,126.876031
현대월드타워, 목동 907,37.88618973,127.546713
현대파리지앙, 목동 907-10,37.53666723,126.879874
현대파크빌, 목동 907-23,37.53586399,126.8802795
하이베라스, 목동 908-29,37.53748008,126.8817169
향도 드림네스트, 목동 909-4,37.8880511,127.5480956
현대하이페리온, 목동 916,37.72981448,126.7332364
목동파라곤, 목동 917,37.88966992,127.547121
현대41타워, 목동 917-9,37.5281901,126.8757991
목동 성우네트빌, 목동 919,37.88917288,127.5468695
목동 굿모닝탑, 목동 923-15,37.52760008,126.8706956
목동 현대 하이페리온2, 목동 961,37.925757,127.5898862
유진빌딩, 무학동 7-1,37.564483,127.0157824
진성빌, 묵동 163-28,37.615625,127.078582
EPISODE1(에피소드원), 묵동 163-4,37.61596927,127.0784786
로프트원 태릉입구역, 묵동 169-12,37.61537179,127.0768789
"	(174-32)	", 묵동 174-32,37.61269526,127.0782851
용산 리브, 문배동 10-3,37.5375516,126.9705156
용산KCC웰츠타워, 문배동 11-10,37.5377614,126.9687802
이안 용산1차(11-14), 문배동 11-14,37.53749027,126.969658
이안 용산1차(11-29), 문배동 11-29,37.5378954,126.9703967
G&P 용산파크, 문배동 11-34,37.5377939,126.9694361
지오베르크, 문배동 17-1,37.53741705,126.9674381
용산아크로타워, 문배동 24-21,37.5366826,126.9685721
용산큐브, 문배동 24-4,37.53713434,126.9684061
용산씨제이나인파크, 문배동 24-6,37.53605377,126.969099
프라임펠리스, 문배동 24-8,37.53670609,126.9695386
이안용산프리미어, 문배동 3-3,37.53866948,126.9703088
삼라마이다스빌, 문배동 40-19,37.53834893,126.9690687
리첸시아 용산B, 문배동 40-31,37.53789333,126.9679248
이안 용산1차, 문배동 7-6,37.53805693,126.9698241
송파푸르지오시티, 문정동 620,37.48075252,127.121249
송파한화오벨리스크, 문정동 622,37.48011197,127.119691
송파법조타운푸르지오시티, 문정동 652,36.79425669,128.5929008
쎄미앙 오피스텔, 미근동 190,37.56427436,126.9674112
수유역푸르지오시티, 미아동 160-3,37.63422607,127.0239484
방배홈스텔, 방배동 1031-2,37.47834118,126.9993247
"	(1031-3)	", 방배동 1031-3,37.4781723,126.9994495
방배디오슈페리움Ⅰ, 방배동 3001-2,37.48599468,126.9830789
방배 노블루체 서리풀, 방배동 426-1,37.48412635,126.9831147
강임하이빌, 방배동 476-1,37.4776751,126.9879964
멤버스 뷰, 방배동 477-1,37.4773854,126.9874107
방배 리더스빌, 방배동 488-4,37.47419426,126.993118
반포스테이, 방배동 750-10,37.49805288,126.9860863
스튜디오빌, 방배동 750-8,37.49820269,126.9858195
(750-9), 방배동 750-9,37.49812758,126.9859537
반포래디앙 시그니처, 방배동 751-4,37.49770951,126.985414
반포스테이2차, 방배동 751-9,37.49806254,126.9855088
방배아크로리버, 방배동 752-36,37.49788001,126.9846041
롯데캐슬헤론, 방배동 754-1,37.49696349,126.9843016
방배스카이, 방배동 755-7,37.49679704,126.9859584
방배 마에스트로, 방배동 866-10,37.4859857,126.9838884
방배오피스텔, 방배동 980-32,37.47953592,126.9903886
퍼스티안, 방학동 705-17,37.6674725,127.0438941
스카이드림타운, 방학동 715-3,37.66529202,127.0449552
북한산현대렉시온오피스텔, 방학동 719-2,37.66899563,127.0447757
포르텔오피스텔, 번동 417-6,37.63784651,127.0295129
효성네오인텔리안, 번동 418-3,37.6386753,127.0270409
북한산드림캐슬, 번동 448-2,37.63500539,127.0246278
삼보힐, 번동 449-22,37.63494008,127.0239835
대원파크빌, 번동 460-15,37.63771933,127.0308441
이-파크, 보문동2가 111,37.58488182,127.0191671
(114-1), 보문동2가 114-1,37.58467366,127.0192152
"	(82)	", 보문동2가 82,37.58561968,127.0187197
보문엘타워, 보문동7가 100,37.57981091,127.022081
"	(1529-68)	", 봉천동 1529-68,37.47941225,126.9413982
대아빌딩, 봉천동 1540-24,37.47941422,126.9433313
"	(1564-1)	", 봉천동 1564-1,37.4797711,126.9446256
신화골든타워, 봉천동 1564-3,37.47962111,126.9446055
(1565-13), 봉천동 1565-13,37.47942734,126.9470296
제일캠퍼스텔, 봉천동 1566-10,37.47941114,126.9479913
PRAVIDA 162, 봉천동 1568-2,37.47901001,126.9505091
"	(1594-2)	", 봉천동 1594-2,37.47429153,126.9532721
이즈빌, 봉천동 1595-3,37.47539623,126.9531047
우남네오폴리스, 봉천동 1597-1,37.4779544,126.9525662
리치타워, 봉천동 1598-7,37.4789273,126.9534395
(1599-2), 봉천동 1599-2,37.47981849,126.9535674
수아주 서울대, 봉천동 1599-3,37.47947402,126.9535179
성문오피스텔, 봉천동 1620-14,37.4782576,126.9580085
성림오피스텔, 봉천동 1628-13,37.47745022,126.9601302
봉천동 오피스텔(1628-15), 봉천동 1628-15,37.4774659,126.9602448
"	(1654-1)	", 봉천동 1654-1,37.47503779,126.9690385
"	(1654-9)	", 봉천동 1654-9,37.47503988,126.9694746
에스타워, 봉천동 1658-16,37.47635253,126.9641883
동남오피스텔, 봉천동 1659-10,37.47689348,126.9626564
동림오피스텔, 봉천동 1659-4,37.47700227,126.9629333
"	(1663-10)	", 봉천동 1663-10,37.47884492,126.9581354
참오피스텔, 봉천동 1680-24,37.4786104,126.9613408
"	(1687-11)	", 봉천동 1687-11,37.47731241,126.9642271
"	(1718-4)	", 봉천동 1718-4,37.49189043,126.9446319
힐스타워오피스텔, 봉천동 1718-7,37.49264781,126.9455694
"	(29-22)	", 봉천동 29-22,37.48353094,126.9556447
한빛오피스텔, 봉천동 40-24,37.48603636,126.9559126
해담채 봉천, 봉천동 41-193,37.48612002,126.9545035
보성오피스텔, 봉천동 41-306,37.48499747,126.9541781
샤르망파크, 봉천동 42-21,37.48506737,126.9549441
황호오피스텔, 봉천동 43-3,37.48454593,126.9544251
(43-6), 봉천동 43-6,37.48460262,126.9544987
"	(701-20)	", 봉천동 701-20,37.49046078,126.9264966
하우피스오피스텔, 봉천동 725-4,37.49381259,126.9268121
캐릭터 그린빌, 봉천동 729-24,37.49181371,126.9254315
칸타빌레7차, 봉천동 731-1,37.49179046,126.9265867
(851-10), 봉천동 851-10,37.48240131,126.9541318
(854-4), 봉천동 854-4,37.48004546,126.9534362
대우디오슈페리움1단지, 봉천동 856-5,37.47962139,126.9527885
WD세븐스, 봉천동 858-6,37.48145634,126.9535351
Q타워, 봉천동 861-6,37.48165223,126.9521718
CO-OP RESIDENCE/서울대입구, 봉천동 861-7,37.48188756,126.9522076
J-NEXT, 봉천동 863-5,37.47947629,126.9516425
메카오피스텔, 봉천동 863-6,37.47966092,126.9517529
"	(863-9)	", 봉천동 863-9,37.47990903,126.9517894
덕산타워, 봉천동 866-2,37.480014,126.9514681
덕산스테이트, 봉천동 866-6,37.47944715,126.9513506
한울오피스텔, 봉천동 867-10,37.47965892,126.9507352
프라비다2, 봉천동 867-12,37.47967111,126.9504467
관전 G타워, 봉천동 867-14,37.48004181,126.9505026
(867-15), 봉천동 867-15,37.48022998,126.9505327
"	(867-7)	", 봉천동 867-7,37.47990793,126.950773
서울대역해담채, 봉천동 867-9,37.47978036,126.9507705
라온2, 봉천동 868-25,37.48063631,126.951167
JK타워 오피스텔, 봉천동 868-3,37.48039335,126.9514934
프라비다1, 봉천동 869-3,37.48090218,126.9513109
서울대역 마에스트로, 봉천동 869-6,37.48109014,126.9506598
에이스 에이-존, 봉천동 870-12,37.48179282,126.9508416
신원메트로빌, 봉천동 870-13,37.48173587,126.951446
"	(874-19)	", 봉천동 874-19,37.48207033,126.9499607
미래오피스텔, 봉천동 874-22,37.4821095,126.9502079
리츠오피스텔, 봉천동 875-3,37.48101594,126.950082
씨티 빌, 봉천동 875-5,37.48107667,126.9494689
그린피아 오피스텔, 봉천동 876-1,37.48072446,126.9502735
보배오피스텔, 봉천동 876-14,37.48077047,126.9497832
마이죤, 봉천동 876-16,37.48067548,126.9490988
장원오피스텔, 봉천동 876-27,37.48075609,126.9499739
메이플하우스, 봉천동 876-3,37.48051836,126.9502995
봉천동오피스텔, 봉천동 876-9,37.48057358,126.9497294
옥주오피스텔, 봉천동 877-16,37.48032438,126.9499105
(877-23), 봉천동 877-23,37.48010613,126.9493546
(877-29), 봉천동 877-29,37.47982113,126.9495378
"	(877-4)	", 봉천동 877-4,37.47989853,126.9501437
하늘채 오피스텔, 봉천동 877-8,37.47956192,126.9501532
금탑오피스텔, 봉천동 878-7,37.47949754,126.9487143
(879-12), 봉천동 879-12,37.47956037,126.9479391
CJ아트빌, 봉천동 879-3,37.47961444,126.9477158
동도 오피스텔, 봉천동 880-9,37.48024367,126.9483522
연경오피스텔, 봉천동 881-1,37.48052319,126.9478557
이아오피스텔, 봉천동 881-2,37.48039964,126.9479691
CJ오피스텔, 봉천동 881-26,37.47980709,126.9476951
"	(881-3)	", 봉천동 881-3,37.48033818,126.9478152
청룡2오피스텔, 봉천동 881-30,37.48003415,126.9476689
봉대오피스텔, 봉천동 881-31,37.48010878,126.9477697
"	(881-8)	", 봉천동 881-8,37.48006901,126.9478989
스마일타운, 봉천동 882-3,37.48069817,126.9485129
케이타워 오피스텔, 봉천동 882-4,37.48089332,126.948605
예림오피스텔, 봉천동 883-3,37.48113384,126.9489176
하임S, 봉천동 883-4,37.48136744,126.9488424
거장스카이 오피스텔, 봉천동 883-5,37.4811571,126.9486598
플러스타워, 봉천동 884-46,37.48198926,126.9488879
샤인텔, 봉천동 892-23,37.48303014,126.9470307
센트럴 포인트, 봉천동 893-27,37.48215539,126.9467511
더품, 봉천동 896-20,37.48029265,126.947069
마이홈타운, 봉천동 896-36,37.480397,126.9467614
YK타워, 봉천동 912-14,37.48253885,126.9451617
트라움, 봉천동 914-4,37.48091542,126.9458271
태양, 봉천동 921-25,37.48133741,126.9437019
청룡오피스텔, 봉천동 921-6,37.48110077,126.9444326
웰빙오피스텔, 봉천동 948-4,37.48448602,126.938459
"	(957-45)	", 봉천동 957-45,37.48603055,126.9363503
오크밸리, 봉천동 960-12,37.48591543,126.9351648
리더스 오피스텔, 봉천동 969-51,37.48845484,126.9310356
현교오피스텔, 봉천동 972-15,37.49008714,126.9268316
"	(972-48)	", 봉천동 972-48,37.49032096,126.9258681
타임730오피스텔, 부암동 129-8,37.59780133,126.9631003
캐피탈오피스텔, 부암동 154-2,37.59666837,126.9641369
선정오피스텔, 북가좌동 343-1,37.58362296,126.9111163
이편한세상신촌, 북아현동 1013,37.55826693,126.9501527
삼정스카이, 불광동 11-7,37.61720217,126.933176
세민하이파크, 불광동 12-2,37.61744408,126.9332868
파크힐, 불광동 13-11,37.61889962,126.9331539
더클래스, 불광동 13-7,37.61919864,126.9330221
유니파크, 불광동 221-1,37.61892005,126.9325375
힐튼럭스빌, 불광동 222-6,37.61741565,126.9327087
불광 하이츠, 불광동 239-4,37.61694537,126.9326014
백운오피스텔, 불광동 272-22,37.612343,126.930082
거장노블레스, 불광동 274-1,37.61166102,126.9299593
해피하우스, 불광동 281-16,37.61152544,126.9315301
디앤제이하우징, 불광동 281-20,37.61128997,126.9315733
디앤제이하우징, 불광동 281-22,37.61140672,126.9314723
디앤제이하우징, 불광동 281-23,37.61153965,126.9313567
"	(281-37)	", 불광동 281-37,37.61101437,126.9314121
샹그리라, 불광동 281-41,37.61130744,126.9311624
월계수하우스, 불광동 281-48,37.61117625,126.93106
샹그리라, 불광동 281-49,37.61109169,126.931132
타디스주상복합, 불광동 281-61,37.61115008,126.9306893
디앤제이하우징, 불광동 305-1,37.61832584,126.9233645
엘리사, 불광동 319-8,37.61993893,126.9241625
"	(484-243)	", 불광동 484-243,37.62078918,126.920976
메종슈에뜨이수, 사당동 1007-13,37.48372618,126.9811382
"	(1007-19)	", 사당동 1007-19,37.48345651,126.9811497
이수오피스텔, 사당동 1007-29,37.4830532,126.9812787
엘리지움, 사당동 1007-3,37.48419599,126.9813201
다라실, 사당동 1031-23,37.47859281,126.9808878
더원캐슬, 사당동 1049-8,37.47648557,126.9733141
"	(142-1)	", 사당동 142-1,37.48606477,126.9805289
리코하이빌, 사당동 182-2,37.49160115,126.9637653
노블하우스, 사당동 183-1,37.49111345,126.9641315
인더네이처, 사당동 207-3,37.487808,126.9670001
남성오피스텔, 사당동 212-1,37.48694234,126.9671973
"	(219-11)	", 사당동 219-11,37.48626316,126.9689176
광화문 풍림스페이스본, 사직동 9,35.20389423,129.0478266
제이에스원-혜화, 삼선동1가 5,37.5877265,127.0049366
"	(345-1)	", 삼선동4가 345-1,37.59085094,127.0138828
광남 제니텔, 삼선동5가 298-10,37.58911972,127.0160928
"	(298-7)	", 삼선동5가 298-7,37.58934792,127.0158147
씨티라이프 61, 삼성동 112-1,36.33597727,127.4297671
한흥 삼성오피스텔, 삼성동 113-6,36.3374188,127.4284433
삼성동지웰, 삼성동 114-11,37.51145252,127.0488395
선릉대림아크로텔, 삼성동 140-3,36.33770546,127.4336144
삼성동 롯데캐슬 클라쎄, 삼성동 141-10,37.50580689,127.0502109
LG선릉에클라트B, 삼성동 142-3,37.50614671,127.0509412
채널리저브, 삼성동 144-14,36.33789083,127.4333554
미켈란147, 삼성동 147-2,37.51321901,127.0560012
현대썬앤빌 삼성역, 삼성동 157-14,37.50859563,127.0572253
(157-18), 삼성동 157-18,37.50816411,127.0574689
삼성역 두산위브센티움, 삼성동 158-4,37.50847746,127.0578867
아르헤 타워, 삼성동 44-16,37.51193162,127.0486118
현대썬앤빌강남, 삼성동 51-4,37.51306873,127.0524985
삼성 리치빌, 삼성동 52-9,37.51852971,127.0511294
청담역 푸르지오시티, 삼성동 58-2,37.51972616,127.0566405
한국건설기술인회관(별관), 삼성동 65-2,37.51710143,127.0515203
우림보보카운티 오피스텔, 삼성동 75-8,37.51347921,127.0542686
집앤사 하우립, 삼전동 181-4,37.50082849,127.0965972
(101-149), 상계동 101-149,37.66771999,127.0788651
수락윈디하이츠, 상계동 1117-19,37.67656349,127.0562321
"	(1131-12)	", 상계동 1131-12,37.6780858,127.056311
수락네스트죤, 상계동 1132-28,37.67801596,127.0542133
오피앙, 상계동 1258,37.68026837,127.0548843
하이베라스, 상계동 1262,37.67910785,127.0548851
토마토파르코, 상계동 1267,37.68018577,127.055835
소담빌, 상계동 330-29,37.65645796,127.066115
마블러스2, 상계동 341-15,37.65645149,127.0647747
큐비스트빌딩, 상계동 341-5,37.65632567,127.0643121
마블러스1, 상계동 341-7,37.65627797,127.0646084
"	(349-26)	", 상계동 349-26,37.65647238,127.0656846
(693-2), 상계동 693-2,37.65608585,127.0610428
노빌리안골드, 상계동 734-3,37.65348458,127.0584289
상도 프라이드 522, 상도1동 522,37.50607308,126.9503419
아카데미하우스, 상도동 183-15,37.50372399,126.9381917
그린시티, 상도동 183-28,37.50371771,126.9384639
동양스마트빌, 상도동 324-23,37.49932403,126.930116
상도동 324-41 제2종근린생활시설, 상도동 324-41,37.49926433,126.9303098
성은오피스텔, 상봉동 101-29,37.59614717,127.0870138
(101-34), 상봉동 101-34,37.59612301,127.0866598
동인씨엘로, 상봉동 102-14,37.59580314,127.0869611
동인씨엘로102동, 상봉동 102-19,37.59572825,127.0866793
리브가 상봉, 상봉동 102-21,37.59563683,127.086925
YMS TOWER A, 상봉동 102-30,37.59549293,127.0870473
YMS TOWER D동, 상봉동 102-32,37.59552995,127.0868409
대성쉐르빌, 상봉동 102-37,37.59582564,127.0863974
YMS TOWER C동, 상봉동 102-45,37.5954116,127.0867128
이안채s타워A, 상봉동 102-46,37.59532569,127.0866573
제이타운Ⅲ, 상봉동 102-5,37.59583115,127.0873235
이안채 S타워 B, 상봉동 102-52,37.59536506,127.0864215
동일씨엘로, 상봉동 102-7,37.59567322,127.0872307
리더스, 상봉동 104-10,37.59510828,127.0875387
라메즈오피스텔(104-21), 상봉동 104-21,37.59482485,127.087465
라메즈오피스텔(104-32), 상봉동 104-32,37.59476147,127.0873068
M-시티, 상봉동 104-4,35.21097548,128.0719975
Major Officetel, 상봉동 104-70,37.59440951,127.0870323
미소플러스, 상봉동 105-12,37.59409696,127.0884664
상봉 동원데자뷰2차, 상봉동 105-17,37.59387838,127.0885869
상봉스카이타워, 상봉동 105-41,37.59403434,127.0893869
(105-45), 상봉동 105-45,37.59387539,127.088935
동일캐슬, 상봉동 107-31,37.59462417,127.0865782
대성타워, 상봉동 108-3,37.5938165,127.0859606
(113-28), 상봉동 113-28,37.59481785,127.0851745
성원빌, 상봉동 115-70,37.59569568,127.0851567
로젠하임, 상봉동 116-17,37.59607941,127.0831091
예지다움, 상봉동 128-33,37.59443707,127.0791114
"	(128-5)	", 상봉동 128-5,37.59419482,127.0796948
에코그린빌, 상봉동 128-90,37.59409494,127.0797413
수령골든팰리스, 상봉동 129-1,37.59354,127.0773615
한일써너스빌, 상봉동 81-5,37.59707034,127.0912073
어반카운티, 상봉동 84-15,37.59479667,127.0922196
더클래스, 상봉동 85-4,37.59416516,127.0913943
아크로팰리스, 상봉동 85-5,37.59419731,127.091543
힐링파크, 상봉동 86-25,37.59448513,127.0911168
명가, 상봉동 87-28,37.59403811,127.0896267
노블리안, 상왕십리동 750,37.56520455,127.0270372
서울역풍림아이원플러스, 서계동 219-17,37.55492861,126.9684545
서초오피스텔, 서초동 1302-1,37.50319155,127.0217703
강남역 I'PARK, 서초동 1303-16,37.50275021,127.0238821
강남태영데시앙루브, 서초동 1303-35,37.50284761,127.0245442
현대썬앤빌 강남 더 인피닛, 서초동 1303-6,37.50359206,127.0235478
아멜리아, 서초동 1303-7,37.50350688,127.0232562
강남역리가스퀘어, 서초동 1308-26,37.50112358,127.0243692
디오빌강남, 서초동 1309-1,37.50205896,127.0240333
강남역 2차 I'PARK, 서초동 1309-2,37.50229931,127.0240091
벨라채 오피스텔, 서초동 1316-17,37.49851323,127.02471
부띠크 모나코, 서초동 1316-5,37.4975296,127.0244847
풍림아이원매직, 서초동 1321-9,37.49566184,127.0255992
강남아르젠, 서초동 1327-23,37.49543631,127.0275708
강남역 한화오벨리스크, 서초동 1327-27,37.49528753,127.0272568
서초파라곤, 서초동 1327-29,37.49494286,127.0274214
대우도씨에빛2, 서초동 1328-11,37.4947838,127.0285981
대우도씨에빛, 서초동 1328-7,37.49532212,127.028341
강남역인앤인, 서초동 1330-12,37.49322982,127.0287231
강남역 롯데골드로즈, 서초동 1330-6,37.49315307,127.0282659
이즈타워, 서초동 1337-14,37.49213353,127.0291016
아크로텔 강남역, 서초동 1337-2,37.49195281,127.0288102
현대썬앤빌 서초, 서초동 1337-21,37.49179069,127.0296555
서초동 대우디오빌프라임, 서초동 1337-22,37.49157871,127.0299733
강남 효성 해링턴 타워, 서초동 1337-6,37.49123952,127.0290722
풍림아이원플러스, 서초동 1338-1,37.49041513,127.0297084
서초현대렉시온, 서초동 1338-20,37.49018655,127.0306252
신명스카이뷰멤버스, 서초동 1338-25,37.4905867,127.0295715
강남역파라디아골드, 서초동 1338-8,37.48990807,127.0302055
강남해븐리치 더 골드 181, 서초동 1339,37.48949846,127.0298594
서초트라팰리스, 서초동 1344-13,37.48681601,127.0282423
서초대우디오빌, 서초동 1355-17,37.48498252,127.0291576
한라비발디스튜디오193, 서초동 1363-25,37.48570051,127.0320755
서초쌍용플래티넘, 서초동 1445-13,37.48405403,127.0173378
더샾서초, 서초동 1445-14,37.4835481,127.0176552
송현 나이스빌, 서초동 1492-8,37.48416842,127.0035624
"	(1515-3)	", 서초동 1515-3,37.48641396,127.0045435
서초에스알타워, 서초동 1542-13,37.49048519,127.0087157
블루힐65, 서초동 1553-15,37.49172148,127.0090572
지웰 홈스 서초, 서초동 1575-1,37.49194145,127.0133962
서초센트럴IPARK, 서초동 1582-3,37.48697564,127.0115492
DK밸리뷰시티, 서초동 1584-6,37.48514637,127.0120079
드림타워, 서초동 1589-1,37.48539341,127.0125034
서초 리슈빌, 서초동 1589-10,37.48532914,127.0132204
서초아트갤러리, 서초동 1589-3,37.48505495,127.0126063
(1591-5), 서초동 1591-5,37.48578234,127.0127105
큐브플러스, 서초동 1598-1,37.48807646,127.0141379
엘지서초에클라트, 서초동 1599-2,37.48684812,127.0145928
