건물명,주소,경도,위도
한울팰리스, 등촌동 510-2,126.8630663,37.54853918
등촌동노블리움오피스텔, 등촌동 628,126.8556382,37.56047844
현대프린스텔, 등촌동 628-13,126.856363,37.56008722
강변샤르망1단지, 등촌동 628-16,126.85726,37.55948228
강변샤르망3단지, 등촌동 628-17,126.8568204,37.55913018
트라비하우스, 등촌동 628-18,126.8564668,37.55891918
강변샤르망2단지, 등촌동 628-32,126.8575268,37.55924334
등촌동두산위브센티움, 등촌동 631,126.8613862,37.55740048
어위쉬 예다인, 등촌동 63-12,126.851005,37.5627901
월드파크뷰, 등촌동 632-7,126.8649783,37.55533462
등촌투웨니퍼스트2차, 등촌동 633-17,126.8653351,37.5539096
등촌투웨니퍼스트3차, 등촌동 633-21,126.8657735,37.55379396
등촌동 Y HAUS 오피스텔, 등촌동 633-24,126.8658639,37.55335655
대외그랜드오피스텔, 등촌동 635-5,126.8621032,37.55457939
"	(636-1)	", 등촌동 636-1,126.8606398,37.55648406
HT뉴파인, 등촌동 636-42,126.861722,37.5552577
아줄리움, 등촌동 637-16,126.8586491,37.55664095
라빌라스, 등촌동 637-19,126.8592965,37.5562408
청림오피스텔 별관, 등촌동 637-21,126.8592611,37.55604105
유원더블레스, 등촌동 637-27,126.8582793,37.55656259
ACE A-ZONE, 등촌동 639-8,126.856152,37.55856547
퀸즈오피스텔, 등촌동 641-10,126.8561313,37.5566666
등촌2차 크라운팰리스, 등촌동 641-2,126.8568528,37.55673317
등촌크라운팰리스, 등촌동 641-9,126.856473,37.55656626
신도그랑피아오피스텔, 등촌동 642-2,126.8587398,37.55557481
한울에이치밸리움2차아파트, 등촌동 648-11,126.8642874,37.55194901
비원오피스텔, 등촌동 648-6,126.864982,37.55147202
우림보보카운티뷰, 등촌동 649-14,126.8632494,37.55220647
"	(654-61)	", 등촌동 654-61,126.8566157,37.5547906
경동미르웰한올림, 등촌동 656,126.8535636,37.55726191
경동미르웰한올림, 등촌동 656-1,126.8536294,37.55706059
아이디움, 등촌동 656-36,126.8546962,37.55686995
한빛어반뉴스토리, 등촌동 656-37,126.8549979,37.55677641
킹덤하이너스, 등촌동 656-41,126.8539332,37.5563181
강서메트로칸, 등촌동 656-52,126.8537133,37.55600741
센트럴시티, 등촌동 656-57,126.853887,37.55574173
등촌 미르웰 한올림 3차, 등촌동 656-58,126.8548649,37.55653864
모노씨티빌등촌, 등촌동 658,126.8511307,37.55742603
등촌동성원상떼뷰오피스텔, 등촌동 673-6,126.8400374,37.55878827
효성인텔리안, 등촌동 681-3,126.8401969,37.56339823
뉴스토리오피스텔, 등촌동 683-1,126.8414895,37.56601619
대룡드림타워-1, 등촌동 684-3,126.8414258,37.56662814
경동미르웰양천향교2차, 등촌동 685,126.8422071,37.56662163
경남파크빌, 등촌동 719,126.8620597,37.54579924
동양하우징, 등촌동 721,126.8630326,37.53581587
삼부르네상스, 등촌동 75-1,126.8539604,37.56129271
길훈엔트런스빌, 등촌동 78-7,126.8545887,37.56089509
고운타워, 마장동 474-5,127.0373367,37.57043068
1동(766-25), 마장동 766-25,127.0444289,37.56941854
트레저힐스, 마장동 775-2,127.0401942,37.56538581
트레저힐스, 마장동 775-4,127.0404106,37.56537796
"	(777-3)	", 마장동 777-3,127.0457313,37.56738787
마장동청계아르테미스, 마장동 778-5,127.0463865,37.56590728
서울역 디오빌, 만리동1가 62-7,126.967221,37.55501393
KCC 파크타운, 만리동2가 11-1,126.9662929,37.5550123
청재 수아베, 망우동 133-23,127.106528,37.6003238
TRAUM VILLE 2, 망우동 506-14,127.093623,37.59555491
망우동 YMS 캐슬, 망우동 506-15,127.0934591,37.59550158
"	(506-8)	", 망우동 506-8,127.0933485,37.5956802
효성 써너스빌 에코, 망우동 508-2,127.0943548,37.5971291
나래오피스텔, 망우동 508-32,127.0943299,37.59623208
더하이어, 망우동 508-6,127.0940945,37.59682818
건원 베스트원, 면목동 105-4,127.0895999,37.58863642
성진빌딩, 면목동 105-43,127.0893855,37.58841732
다온스테이트, 면목동 105-8,127.088801,37.58847082
라임타워, 면목동 1094-1,127.0921715,37.57917628
면목동스카이시티, 면목동 1110-13,127.0908596,37.58069177
하이원팰리스, 면목동 116-2,127.0868943,37.58737022
-1203, 면목동 1203,127.0887849,37.58780682
래미안빌, 면목동 149-41,127.0828414,37.58705888
주함해븐타워 원(면목동), 면목동 1541,127.0872932,37.59248674
행복오피스텔, 면목동 1546,127.0942333,37.58963678
어울림 홈타운 5차 주상복합, 면목동 472-56,127.0906466,37.58089254
중랑 지웰 에스테이트, 면목동 538,127.0866147,37.58722503
예인플레이스, 면목동 604-21,127.0868158,37.5813342
(626-31), 면목동 626-31,127.087055,37.57910406
리더스빌딩, 면목동 633-9,127.0868625,37.57938903
성진쉐르빌, 면목동 634-43,127.0876531,37.58003508
서일타운, 면목동 68-2,127.0943426,37.58658688
대우오피스텔, 면목동 72-36,127.093069,37.58938837
다원빌, 면목동 90-27,127.0899395,37.59328064
어반휴6차, 면목동 90-64,127.0914102,37.59359443
고덕역 효성해링턴 타워 더퍼스트, 명일동 46-2,127.1546266,37.55464041
현대델리안오피스텔, 명일동 47-18,127.155952,37.55331114
고덕역 갑을명가시티 오피스텔, 명일동 47-2,127.1547669,37.55405361
한화오벨리스크스위트, 명일동 48-17,127.1558039,37.55197922
서희스타힐스, 명일동 48-7,127.1557455,37.55227095
"	(324-53)	", 목동 324-53,126.8625363,37.54372241
밀레니엄오피스텔, 목동 515-7,126.8760201,37.54672207
목동 아가도스 오피스텔, 목동 516-2,126.8771929,37.546794
목동대우마이빌, 목동 603-2,126.8669298,37.54950688
한울팰리스, 목동 604-9,126.8659444,37.54990458
석경트라움, 목동 605-11,126.8652319,37.55039921
엠제이타운, 목동 605-17,126.8649203,37.55051325
목동팰리스오피스텔, 목동 607-1,126.8647818,37.55030192
파크아리온, 목동 607-22,126.8656383,37.54943456
한울팰리스, 목동 614-9,126.8635616,37.54805413
목동 트라움시티, 목동 621-5,126.8635286,37.54728509
(713-1), 목동 713-1,126.8636789,37.54165168
에이앤캐슬, 목동 713-9,126.8640574,37.5409843
목동오피스텔, 목동 791-21,126.8647277,37.53331017
스카이포레, 목동 905-33,126.876031,37.53182693
현대월드타워, 목동 907,126.8780124,37.53599204
현대파리지앙, 목동 907-10,126.879874,37.53666723
현대파크빌, 목동 907-23,126.8802795,37.53586399
하이베라스, 목동 908-29,126.8817169,37.53748008
향도 드림네스트, 목동 909-4,126.88474,37.53767241
현대하이페리온, 목동 916,126.8750328,37.52685072
목동파라곤, 목동 917,126.8751745,37.52948429
현대41타워, 목동 917-9,126.8757991,37.5281901
목동 성우네트빌, 목동 919,126.8716471,37.53033225
목동 굿모닝탑, 목동 923-15,126.8706956,37.52760008
목동 현대 하이페리온2, 목동 961,126.8698628,37.5242872
유진빌딩, 무학동 7-1,127.0157824,37.564483
진성빌, 묵동 163-28,127.078582,37.615625
EPISODE1(에피소드원), 묵동 163-4,127.0784786,37.61596927
로프트원 태릉입구역, 묵동 169-12,127.0768789,37.61537179
"	(174-32)	", 묵동 174-32,127.0782851,37.61269526
용산 리브, 문배동 10-3,126.9705156,37.5375516
용산KCC웰츠타워, 문배동 11-10,126.9687802,37.5377614
이안 용산1차(11-14), 문배동 11-14,126.969658,37.53749027
이안 용산1차(11-29), 문배동 11-29,126.9703967,37.5378954
G&P 용산파크, 문배동 11-34,126.9694361,37.5377939
지오베르크, 문배동 17-1,126.9674381,37.53741705
용산아크로타워, 문배동 24-21,126.9685721,37.5366826
용산큐브, 문배동 24-4,126.9684061,37.53713434
용산씨제이나인파크, 문배동 24-6,126.969099,37.53605377
프라임펠리스, 문배동 24-8,126.9695386,37.53670609
이안용산프리미어, 문배동 3-3,126.9703088,37.53866948
삼라마이다스빌, 문배동 40-19,126.9690687,37.53834893
리첸시아 용산B, 문배동 40-31,126.9679248,37.53789333
이안 용산1차, 문배동 7-6,126.9698241,37.53805693
송파푸르지오시티, 문정동 620,127.121249,37.48075252
송파한화오벨리스크, 문정동 622,127.119691,37.48011197
송파법조타운푸르지오시티, 문정동 652,,
쎄미앙 오피스텔, 미근동 190,126.9674112,37.56427436
수유역푸르지오시티, 미아동 160-3,127.0239484,37.63422607
방배홈스텔, 방배동 1031-2,126.9993247,37.47834118
"	(1031-3)	", 방배동 1031-3,126.9994495,37.4781723
방배디오슈페리움Ⅰ, 방배동 3001-2,126.9830789,37.48599468
방배 노블루체 서리풀, 방배동 426-1,126.9831147,37.48412635
강임하이빌, 방배동 476-1,126.9879964,37.4776751
멤버스 뷰, 방배동 477-1,126.9874107,37.4773854
방배 리더스빌, 방배동 488-4,126.993118,37.47419426
반포스테이, 방배동 750-10,126.9860863,37.49805288
스튜디오빌, 방배동 750-8,126.9858195,37.49820269
(750-9), 방배동 750-9,126.9859537,37.49812758
반포래디앙 시그니처, 방배동 751-4,126.985414,37.49770951
반포스테이2차, 방배동 751-9,126.9855088,37.49806254
방배아크로리버, 방배동 752-36,126.9846041,37.49788001
롯데캐슬헤론, 방배동 754-1,126.9843016,37.49696349
방배스카이, 방배동 755-7,126.9859584,37.49679704
방배 마에스트로, 방배동 866-10,126.9838884,37.4859857
방배오피스텔, 방배동 980-32,126.9903886,37.47953592
퍼스티안, 방학동 705-17,127.0438941,37.6674725
스카이드림타운, 방학동 715-3,127.0449552,37.66529202
북한산현대렉시온오피스텔, 방학동 719-2,127.0447757,37.66899563
포르텔오피스텔, 번동 417-6,127.0295129,37.63784651
효성네오인텔리안, 번동 418-3,127.0270409,37.6386753
북한산드림캐슬, 번동 448-2,127.0246278,37.63500539
삼보힐, 번동 449-22,127.0239835,37.63494008
대원파크빌, 번동 460-15,127.0308441,37.63771933
이-파크, 보문동2가 111,127.0191671,37.58488182
(114-1), 보문동2가 114-1,127.0192152,37.58467366
"	(82)	", 보문동2가 82,127.0187197,37.58561968
보문엘타워, 보문동7가 100,127.022081,37.57981091
"	(1529-68)	", 봉천동 1529-68,126.9413982,37.47941225
대아빌딩, 봉천동 1540-24,126.9433313,37.47941422
"	(1564-1)	", 봉천동 1564-1,126.9446256,37.4797711
신화골든타워, 봉천동 1564-3,126.9446055,37.47962111
(1565-13), 봉천동 1565-13,126.9470296,37.47942734
제일캠퍼스텔, 봉천동 1566-10,126.9479913,37.47941114
PRAVIDA 162, 봉천동 1568-2,126.9505091,37.47901001
"	(1594-2)	", 봉천동 1594-2,126.9532721,37.47429153
이즈빌, 봉천동 1595-3,126.9531047,37.47539623
우남네오폴리스, 봉천동 1597-1,126.9525662,37.4779544
리치타워, 봉천동 1598-7,126.9534395,37.4789273
(1599-2), 봉천동 1599-2,126.9535674,37.47981849
수아주 서울대, 봉천동 1599-3,126.9535179,37.47947402
성문오피스텔, 봉천동 1620-14,126.9580085,37.4782576
성림오피스텔, 봉천동 1628-13,126.9601302,37.47745022
봉천동 오피스텔(1628-15), 봉천동 1628-15,126.9602448,37.4774659
"	(1654-1)	", 봉천동 1654-1,126.9690385,37.47503779
"	(1654-9)	", 봉천동 1654-9,126.9694746,37.47503988
에스타워, 봉천동 1658-16,126.9641883,37.47635253
동남오피스텔, 봉천동 1659-10,126.9626564,37.47689348
동림오피스텔, 봉천동 1659-4,126.9629333,37.47700227
"	(1663-10)	", 봉천동 1663-10,126.9581354,37.47884492
참오피스텔, 봉천동 1680-24,126.9613408,37.4786104
"	(1687-11)	", 봉천동 1687-11,126.9642271,37.47731241
"	(1718-4)	", 봉천동 1718-4,126.9446319,37.49189043
힐스타워오피스텔, 봉천동 1718-7,126.9455694,37.49264781
"	(29-22)	", 봉천동 29-22,126.9556447,37.48353094
한빛오피스텔, 봉천동 40-24,126.9559126,37.48603636
해담채 봉천, 봉천동 41-193,126.9545035,37.48612002
보성오피스텔, 봉천동 41-306,126.9541781,37.48499747
샤르망파크, 봉천동 42-21,126.9549441,37.48506737
황호오피스텔, 봉천동 43-3,126.9544251,37.48454593
(43-6), 봉천동 43-6,126.9544987,37.48460262
"	(701-20)	", 봉천동 701-20,126.9264966,37.49046078
하우피스오피스텔, 봉천동 725-4,126.9268121,37.49381259
캐릭터 그린빌, 봉천동 729-24,126.9254315,37.49181371
칸타빌레7차, 봉천동 731-1,126.9265867,37.49179046
(851-10), 봉천동 851-10,126.9541318,37.48240131
(854-4), 봉천동 854-4,126.9534362,37.48004546
대우디오슈페리움1단지, 봉천동 856-5,126.9527885,37.47962139
WD세븐스, 봉천동 858-6,126.9535351,37.48145634
Q타워, 봉천동 861-6,126.9521718,37.48165223
CO-OP RESIDENCE/서울대입구, 봉천동 861-7,126.9522076,37.48188756
J-NEXT, 봉천동 863-5,126.9516425,37.47947629
메카오피스텔, 봉천동 863-6,126.9517529,37.47966092
"	(863-9)	", 봉천동 863-9,126.9517894,37.47990903
덕산타워, 봉천동 866-2,126.9514681,37.480014
덕산스테이트, 봉천동 866-6,126.9513506,37.47944715
한울오피스텔, 봉천동 867-10,126.9507352,37.47965892
프라비다2, 봉천동 867-12,126.9504467,37.47967111
관전 G타워, 봉천동 867-14,126.9505026,37.48004181
(867-15), 봉천동 867-15,126.9505327,37.48022998
"	(867-7)	", 봉천동 867-7,126.950773,37.47990793
서울대역해담채, 봉천동 867-9,126.9507705,37.47978036
라온2, 봉천동 868-25,126.951167,37.48063631
JK타워 오피스텔, 봉천동 868-3,126.9514934,37.48039335
프라비다1, 봉천동 869-3,126.9513109,37.48090218
서울대역 마에스트로, 봉천동 869-6,126.9506598,37.48109014
에이스 에이-존, 봉천동 870-12,126.9508416,37.48179282
신원메트로빌, 봉천동 870-13,126.951446,37.48173587
"	(874-19)	", 봉천동 874-19,126.9499607,37.48207033
미래오피스텔, 봉천동 874-22,126.9502079,37.4821095
리츠오피스텔, 봉천동 875-3,126.950082,37.48101594
씨티 빌, 봉천동 875-5,126.9494689,37.48107667
그린피아 오피스텔, 봉천동 876-1,126.9502735,37.48072446
보배오피스텔, 봉천동 876-14,126.9497832,37.48077047
마이죤, 봉천동 876-16,126.9490988,37.48067548
장원오피스텔, 봉천동 876-27,126.9499739,37.48075609
메이플하우스, 봉천동 876-3,126.9502995,37.48051836
봉천동오피스텔, 봉천동 876-9,126.9497294,37.48057358
옥주오피스텔, 봉천동 877-16,126.9499105,37.48032438
(877-23), 봉천동 877-23,126.9493546,37.48010613
(877-29), 봉천동 877-29,126.9495378,37.47982113
"	(877-4)	", 봉천동 877-4,126.9501437,37.47989853
하늘채 오피스텔, 봉천동 877-8,126.9501532,37.47956192
금탑오피스텔, 봉천동 878-7,126.9487143,37.47949754
(879-12), 봉천동 879-12,126.9479391,37.47956037
CJ아트빌, 봉천동 879-3,126.9477158,37.47961444
동도 오피스텔, 봉천동 880-9,126.9483522,37.48024367
연경오피스텔, 봉천동 881-1,126.9478557,37.48052319
이아오피스텔, 봉천동 881-2,126.9479691,37.48039964
CJ오피스텔, 봉천동 881-26,126.9476951,37.47980709
"	(881-3)	", 봉천동 881-3,126.9478152,37.48033818
청룡2오피스텔, 봉천동 881-30,126.9476689,37.48003415
봉대오피스텔, 봉천동 881-31,126.9477697,37.48010878
"	(881-8)	", 봉천동 881-8,126.9478989,37.48006901
스마일타운, 봉천동 882-3,126.9485129,37.48069817
케이타워 오피스텔, 봉천동 882-4,126.948605,37.48089332
예림오피스텔, 봉천동 883-3,126.9489176,37.48113384
하임S, 봉천동 883-4,126.9488424,37.48136744
거장스카이 오피스텔, 봉천동 883-5,126.9486598,37.4811571
플러스타워, 봉천동 884-46,126.9488879,37.48198926
샤인텔, 봉천동 892-23,126.9470307,37.48303014
센트럴 포인트, 봉천동 893-27,126.9467511,37.48215539
더품, 봉천동 896-20,126.947069,37.48029265
마이홈타운, 봉천동 896-36,126.9467614,37.480397
YK타워, 봉천동 912-14,126.9451617,37.48253885
트라움, 봉천동 914-4,126.9458271,37.48091542
태양, 봉천동 921-25,126.9437019,37.48133741
청룡오피스텔, 봉천동 921-6,126.9444326,37.48110077
웰빙오피스텔, 봉천동 948-4,126.938459,37.48448602
"	(957-45)	", 봉천동 957-45,126.9363503,37.48603055
오크밸리, 봉천동 960-12,126.9351648,37.48591543
리더스 오피스텔, 봉천동 969-51,126.9310356,37.48845484
현교오피스텔, 봉천동 972-15,126.9268316,37.49008714
"	(972-48)	", 봉천동 972-48,126.9258681,37.49032096
타임730오피스텔, 부암동 129-8,126.9631003,37.59780133
캐피탈오피스텔, 부암동 154-2,126.9641369,37.59666837
선정오피스텔, 북가좌동 343-1,126.9111163,37.58362296
이편한세상신촌, 북아현동 1013,126.9501527,37.55826693
삼정스카이, 불광동 11-7,126.933176,37.61720217
세민하이파크, 불광동 12-2,126.9332868,37.61744408
파크힐, 불광동 13-11,126.9331539,37.61889962
더클래스, 불광동 13-7,126.9330221,37.61919864
유니파크, 불광동 221-1,126.9325375,37.61892005
힐튼럭스빌, 불광동 222-6,126.9327087,37.61741565
불광 하이츠, 불광동 239-4,126.9326014,37.61694537
백운오피스텔, 불광동 272-22,126.930082,37.612343
거장노블레스, 불광동 274-1,126.9299593,37.61166102
해피하우스, 불광동 281-16,126.9315301,37.61152544
디앤제이하우징, 불광동 281-20,126.9315733,37.61128997
디앤제이하우징, 불광동 281-22,126.9314723,37.61140672
디앤제이하우징, 불광동 281-23,126.9313567,37.61153965
"	(281-37)	", 불광동 281-37,126.9314121,37.61101437
샹그리라, 불광동 281-41,126.9311624,37.61130744
월계수하우스, 불광동 281-48,126.93106,37.61117625
샹그리라, 불광동 281-49,126.931132,37.61109169
타디스주상복합, 불광동 281-61,126.9306893,37.61115008
디앤제이하우징, 불광동 305-1,126.9233645,37.61832584
엘리사, 불광동 319-8,126.9241625,37.61993893
"	(484-243)	", 불광동 484-243,126.920976,37.62078918
메종슈에뜨이수, 사당동 1007-13,126.9811382,37.48372618
"	(1007-19)	", 사당동 1007-19,126.9811497,37.48345651
이수오피스텔, 사당동 1007-29,126.9812787,37.4830532
엘리지움, 사당동 1007-3,126.9813201,37.48419599
다라실, 사당동 1031-23,126.9808878,37.47859281
더원캐슬, 사당동 1049-8,126.9733141,37.47648557
"	(142-1)	", 사당동 142-1,126.9805289,37.48606477
리코하이빌, 사당동 182-2,126.9637653,37.49160115
노블하우스, 사당동 183-1,126.9641315,37.49111345
인더네이처, 사당동 207-3,126.9670001,37.487808
남성오피스텔, 사당동 212-1,126.9671973,37.48694234
"	(219-11)	", 사당동 219-11,126.9689176,37.48626316
광화문 풍림스페이스본, 사직동 9,126.9688254,37.57433379
제이에스원-혜화, 삼선동1가 5,127.0049366,37.5877265
"	(345-1)	", 삼선동4가 345-1,127.0138828,37.59085094
광남 제니텔, 삼선동5가 298-10,127.0160928,37.58911972
"	(298-7)	", 삼선동5가 298-7,127.0158147,37.58934792
씨티라이프 61, 삼성동 112-1,127.0443471,37.5101426
한흥 삼성오피스텔, 삼성동 113-6,127.0471159,37.51087777
삼성동지웰, 삼성동 114-11,127.0488395,37.51145252
선릉대림아크로텔, 삼성동 140-3,127.0480764,37.50672641
삼성동 롯데캐슬 클라쎄, 삼성동 141-10,127.0502109,37.50580689
LG선릉에클라트B, 삼성동 142-3,127.0509412,37.50614671
채널리저브, 삼성동 144-14,127.05539,37.50801332
미켈란147, 삼성동 147-2,127.0560012,37.51321901
현대썬앤빌 삼성역, 삼성동 157-14,127.0572253,37.50859563
(157-18), 삼성동 157-18,127.0574689,37.50816411
삼성역 두산위브센티움, 삼성동 158-4,127.0578867,37.50847746
아르헤 타워, 삼성동 44-16,127.0486118,37.51193162
현대썬앤빌강남, 삼성동 51-4,127.0524985,37.51306873
삼성 리치빌, 삼성동 52-9,127.0511294,37.51852971
청담역 푸르지오시티, 삼성동 58-2,127.0566405,37.51972616
한국건설기술인회관(별관), 삼성동 65-2,127.0515203,37.51710143
우림보보카운티 오피스텔, 삼성동 75-8,127.0542686,37.51347921
집앤사 하우립, 삼전동 181-4,127.0965972,37.50082849
(101-149), 상계동 101-149,127.0788651,37.66771999
수락윈디하이츠, 상계동 1117-19,127.0562321,37.67656349
"	(1131-12)	", 상계동 1131-12,127.056311,37.6780858
수락네스트죤, 상계동 1132-28,127.0542133,37.67801596
오피앙, 상계동 1258,127.0548843,37.68026837
하이베라스, 상계동 1262,127.0548851,37.67910785
토마토파르코, 상계동 1267,127.055835,37.68018577
소담빌, 상계동 330-29,127.066115,37.65645796
마블러스2, 상계동 341-15,127.0647747,37.65645149
큐비스트빌딩, 상계동 341-5,127.0643121,37.65632567
마블러스1, 상계동 341-7,127.0646084,37.65627797
"	(349-26)	", 상계동 349-26,127.0656846,37.65647238
(693-2), 상계동 693-2,127.0610428,37.65608585
노빌리안골드, 상계동 734-3,127.0584289,37.65348458
상도 프라이드 522, 상도1동 522,126.9503419,37.50607308
아카데미하우스, 상도동 183-15,126.9381917,37.50372399
그린시티, 상도동 183-28,126.9384639,37.50371771
동양스마트빌, 상도동 324-23,126.930116,37.49932403
상도동 324-41 제2종근린생활시설, 상도동 324-41,126.9303098,37.49926433
성은오피스텔, 상봉동 101-29,127.0870138,37.59614717
(101-34), 상봉동 101-34,127.0866598,37.59612301
동인씨엘로, 상봉동 102-14,127.0869611,37.59580314
동인씨엘로102동, 상봉동 102-19,127.0866793,37.59572825
리브가 상봉, 상봉동 102-21,127.086925,37.59563683
YMS TOWER A, 상봉동 102-30,127.0870473,37.59549293
YMS TOWER D동, 상봉동 102-32,127.0868409,37.59552995
대성쉐르빌, 상봉동 102-37,127.0863974,37.59582564
YMS TOWER C동, 상봉동 102-45,127.0867128,37.5954116
이안채s타워A, 상봉동 102-46,127.0866573,37.59532569
제이타운Ⅲ, 상봉동 102-5,127.0873235,37.59583115
이안채 S타워 B, 상봉동 102-52,127.0864215,37.59536506
동일씨엘로, 상봉동 102-7,127.0872307,37.59567322
리더스, 상봉동 104-10,127.0875387,37.59510828
라메즈오피스텔(104-21), 상봉동 104-21,127.087465,37.59482485
라메즈오피스텔(104-32), 상봉동 104-32,127.0873068,37.59476147
M-시티, 상봉동 104-4,127.0877993,37.59502276
Major Officetel, 상봉동 104-70,127.0870323,37.59440951
미소플러스, 상봉동 105-12,127.0884664,37.59409696
상봉 동원데자뷰2차, 상봉동 105-17,127.0885869,37.59387838
상봉스카이타워, 상봉동 105-41,127.0893869,37.59403434
(105-45), 상봉동 105-45,127.088935,37.59387539
동일캐슬, 상봉동 107-31,127.0865782,37.59462417
대성타워, 상봉동 108-3,127.0859606,37.5938165
(113-28), 상봉동 113-28,127.0851745,37.59481785
성원빌, 상봉동 115-70,127.0851567,37.59569568
로젠하임, 상봉동 116-17,127.0831091,37.59607941
예지다움, 상봉동 128-33,127.0791114,37.59443707
"	(128-5)	", 상봉동 128-5,127.0796948,37.59419482
에코그린빌, 상봉동 128-90,127.0797413,37.59409494
수령골든팰리스, 상봉동 129-1,127.0773615,37.59354
한일써너스빌, 상봉동 81-5,127.0912073,37.59707034
어반카운티, 상봉동 84-15,127.0922196,37.59479667
더클래스, 상봉동 85-4,127.0913943,37.59416516
아크로팰리스, 상봉동 85-5,127.091543,37.59419731
힐링파크, 상봉동 86-25,127.0911168,37.59448513
명가, 상봉동 87-28,127.0896267,37.59403811
노블리안, 상왕십리동 750,127.0270372,37.56520455
서울역풍림아이원플러스, 서계동 219-17,126.9684545,37.55492861
서초오피스텔, 서초동 1302-1,127.0217703,37.50319155
강남역 I'PARK, 서초동 1303-16,127.0238821,37.50275021
강남태영데시앙루브, 서초동 1303-35,127.0245442,37.50284761
현대썬앤빌 강남 더 인피닛, 서초동 1303-6,127.0235478,37.50359206
아멜리아, 서초동 1303-7,127.0232562,37.50350688
강남역리가스퀘어, 서초동 1308-26,127.0243692,37.50112358
디오빌강남, 서초동 1309-1,127.0240333,37.50205896
강남역 2차 I'PARK, 서초동 1309-2,127.0240091,37.50229931
벨라채 오피스텔, 서초동 1316-17,127.02471,37.49851323
부띠크 모나코, 서초동 1316-5,127.0244847,37.4975296
풍림아이원매직, 서초동 1321-9,127.0255992,37.49566184
강남아르젠, 서초동 1327-23,127.0275708,37.49543631
강남역 한화오벨리스크, 서초동 1327-27,127.0272568,37.49528753
서초파라곤, 서초동 1327-29,127.0274214,37.49494286
대우도씨에빛2, 서초동 1328-11,127.0285981,37.4947838
대우도씨에빛, 서초동 1328-7,127.028341,37.49532212
강남역인앤인, 서초동 1330-12,127.0287231,37.49322982
강남역 롯데골드로즈, 서초동 1330-6,127.0282659,37.49315307
이즈타워, 서초동 1337-14,127.0291016,37.49213353
아크로텔 강남역, 서초동 1337-2,127.0288102,37.49195281
현대썬앤빌 서초, 서초동 1337-21,127.0296555,37.49179069
서초동 대우디오빌프라임, 서초동 1337-22,127.0299733,37.49157871
강남 효성 해링턴 타워, 서초동 1337-6,127.0290722,37.49123952
풍림아이원플러스, 서초동 1338-1,127.0297084,37.49041513
서초현대렉시온, 서초동 1338-20,127.0306252,37.49018655
신명스카이뷰멤버스, 서초동 1338-25,127.0295715,37.4905867
강남역파라디아골드, 서초동 1338-8,127.0302055,37.48990807
강남해븐리치 더 골드 181, 서초동 1339,127.0298594,37.48949846
서초트라팰리스, 서초동 1344-13,127.0282423,37.48681601
서초대우디오빌, 서초동 1355-17,127.0291576,37.48498252
한라비발디스튜디오193, 서초동 1363-25,127.0320755,37.48570051
서초쌍용플래티넘, 서초동 1445-13,127.0173378,37.48405403
더샾서초, 서초동 1445-14,127.0176552,37.4835481
송현 나이스빌, 서초동 1492-8,127.0035624,37.48416842
"	(1515-3)	", 서초동 1515-3,127.0045435,37.48641396
서초에스알타워, 서초동 1542-13,127.0087157,37.49048519
블루힐65, 서초동 1553-15,127.0090572,37.49172148
지웰 홈스 서초, 서초동 1575-1,127.0133962,37.49194145
서초센트럴IPARK, 서초동 1582-3,127.0115492,37.48697564
DK밸리뷰시티, 서초동 1584-6,127.0120079,37.48514637
드림타워, 서초동 1589-1,127.0125034,37.48539341
서초 리슈빌, 서초동 1589-10,127.0132204,37.48532914
서초아트갤러리, 서초동 1589-3,127.0126063,37.48505495
(1591-5), 서초동 1591-5,127.0127105,37.48578234
큐브플러스, 서초동 1598-1,127.0141379,37.48807646
엘지서초에클라트, 서초동 1599-2,127.0145928,37.48684812
