건물명,주소,경도,위도
서초리슈빌S글로벌, 우면동 787,127.0244888,37.45972524
코윈 팔레스뷰 오피스텔, 원남동 95,126.9976854,37.57551009
디아뜨 센트럴, 원효로1가 112-4,126.9646018,37.53959204
용산1차휴먼타운, 원효로1가 120-20,126.9562234,37.53323991
용산2차휴먼타운, 원효로1가 120-22,126.956115,37.53330072
하람 휴, 원효로1가 28-10,126.9651839,37.53962809
용산파크뷰, 원효로1가 46-3,126.9660947,37.5401442
아인하우스, 원효로3가 277-36,126.9578008,37.53515912
e테크밸리, 원효로3가 51-37,126.9658439,37.54002666
카펠라오피스텔, 월계동 366-3,127.0602575,37.6251117
모두스타빌, 월계동 379-17,127.0606618,37.62346843
(383-19), 월계동 383-19,127.0596225,37.62275091
을지 웰 라이프, 을지로4가 187-9,126.9834819,37.56498274
정건벨라지오오피스텔, 을지로5가 20-1,126.9951997,37.56526619
삼성골드캐슬, 을지로5가 273-2,127.0021591,37.56620727
삼성파크빌, 을지로5가 39-1,126.9944949,37.56484639
대성을지로오피스텔, 을지로5가 77-2,127.0021591,37.56620727
파인빌딩, 응암동 103-20,126.9215025,37.59888593
래디앙, 응암동 109-12,126.9211861,37.59937453
동인에버빌, 응암동 109-15,126.9208865,37.59931929
웨스트원 응암, 응암동 109-2,126.9217611,37.6000532
위산 일리온시티, 응암동 110-1,126.92068,37.59988518
신아굿모닝빌, 응암동 110-27,126.9202215,37.59937357
삼영N캐슬, 응암동 110-38,126.9196473,37.59924626
송원하이본, 응암동 111-1,126.918886,37.59945487
아름빌, 응암동 111-12,126.918268,37.59901993
하나테크빌, 응암동 111-13,126.9182129,37.59937681
백명TRENDY, 응암동 111-14,126.9177611,37.5992084
벽계화이트파크, 응암동 111-18,126.918134,37.59897911
대신텔, 응암동 111-57,126.9185966,37.59898646
백명 TRENDY, 응암동 111-61,126.9176903,37.59929733
네오라이프, 응암동 113-23,126.916453,37.59749831
대원아크로빌, 응암동 113-9,126.9167902,37.59809911
예지타운, 응암동 115-18,126.9192475,37.59881375
연일오피스텔, 응암동 115-31,126.9197338,37.59892086
미성드림투유, 응암동 116-15,126.9200128,37.59840081
"	(116-20)	", 응암동 116-20,126.9199202,37.59826727
첼라 오피스텔(117-39), 응암동 117-39,126.9186207,37.59646499
O.K 팰리스, 응암동 118-39,126.9175503,37.5973103
"	(118-49)	", 응암동 118-49,126.9172722,37.59699295
"	(120-14)	", 응암동 120-14,126.9176714,37.59629033
거성리젠시, 응암동 121-52,126.9170669,37.5962686
"	(122-6)	", 응암동 122-6,126.9162139,37.59658702
세영갤러리, 응암동 124-37,126.9176634,37.59469667
아우르미, 응암동 125-11,126.916811,37.59430595
거성리젠시, 응암동 126-10,126.9161132,37.59459517
디우 아르떼, 응암동 126-47,126.9166444,37.59450408
"	(20-2)	", 응암동 20-2,126.9357917,37.60016447
청수Ⅱ빌딩, 응암동 21-3,126.9358855,37.60002541
이레오피스텔, 응암동 30-1,126.9365177,37.599238
디우아르떼빌, 응암동 353-10,126.9182324,37.59031357
디우아르떼빌, 응암동 354-3,126.9180472,37.59046685
동인에버빌, 응암동 366-6,126.9185085,37.59105698
"	(427-113)	", 응암동 427-113,126.9186486,37.59452335
응암하이빌, 응암동 427-42,126.9188851,37.59502161
위산렉스빌, 응암동 589-9,126.9160432,37.59058787
"	(599-4)	", 응암동 599-4,126.916316,37.58906387
뉴캐슬, 응암동 601-24,126.9173125,37.58875532
"	(678-3)	", 응암동 678-3,126.9218972,37.58614062
현대아트빌, 응암동 84-30,126.9260084,37.60209474
한성벨라트리, 응암동 85-14,126.9249911,37.60177211
건우캐스텔, 응암동 88-29,126.9215441,37.60098504
응암아네스트, 응암동 88-8,126.9215347,37.60052109
캐스텔가든, 응암동 89-1,126.9212344,37.60135954
힐 오피스텔, 응암동 89-30,126.9210601,37.60080172
CJ드림시티(91-7), 응암동 91-7,126.9178155,37.59971219
CJ드림시티(91-8), 응암동 91-8,126.9172249,37.59954772
해들목휴먼빌, 응암동 96-35,126.9255781,37.60044778
바비엥-2, 의주로1가 25-10,126.9704135,37.55934419
한남파크뷰, 이태원동 130-11,126.9937318,37.53353451
(33-6), 익선동 33-6,126.9887253,37.5749463
BIZ-WELL 종로 오피스텔, 익선동 34,126.9886527,37.57440679
효성주얼리시티, 인의동 48-2,126.9987177,37.57155753
건대 메이저 캐슬, 자양동 219-24,127.0811376,37.53659605
제이 타워, 자양동 219-8,127.0821793,37.5365487
"	(224-12)	", 자양동 224-12,127.0782921,37.53809021
더샵스타시티, 자양동 227-7,127.0725908,37.53781043
제이원하이텔, 자양동 608-21,127.075852,37.53269957
아스하임, 자양동 626-3,127.0832156,37.5357306
큐브스테이트, 자양동 680-12,127.0847591,37.53619054
결, 자양동 680-6,127.0844101,37.53603097
자양오피스텔(767-4), 자양동 767-4,127.0829154,37.53984011
타워더모스트광진아크로텔, 자양동 779,127.0822632,37.53749891
금강태극빌, 자양동 779-3,127.0820949,37.53725376
드림타운, 자양동 794,127.0773429,37.53773978
광진트라팰리스, 자양동 854,127.0679595,37.53191731
래미안프리미어팰리스, 자양동 859,127.08155,37.53771272
올림픽타워, 잠실동 175-12,127.0804783,37.51143628
잠실 포레디움, 잠실동 176,127.0792372,37.51119618
잠실동 렉스빌2차, 잠실동 176-2,127.0793032,37.51091326
"	(176-8)	", 잠실동 176-8,127.0795192,37.51085064
잠실 M타워, 잠실동 178-6,127.0804102,37.51107284
잠실아이파크, 잠실동 194,127.0800351,37.51005687
팍스빌딩, 잠실동 249,127.0869101,37.50545317
(249-10), 잠실동 249-10,127.0868988,37.50530479
(249-2), 잠실동 249-2,127.0873273,37.50533984
뜨레피움2차, 잠실동 250,127.086678,37.50513706
(250-7), 잠실동 250-7,127.0880737,37.50511292
소미골드라인, 잠실동 251-11,127.088311,37.50538955
The Cubee, 잠실동 251-13,127.0885242,37.50563934
동명하이텔, 잠실동 251-9,127.0888872,37.50578563
(294-23), 잠실동 294-23,127.0784907,37.50553239
(336-16), 잠실동 336-16,127.0865138,37.5043526
잠실포스코더샵, 잠실동 336-5,127.0872851,37.50417728
뜨레피움1차, 잠실동 336-8,127.0872723,37.50389144
갤러리아팰리스, 잠실동 40,127.0938817,37.51109102
신사샤르망에스, 잠원동 15-4,127.0173866,37.51574278
씨티21, 잠원동 76,127.0007596,37.50723397
크레신타워-Ⅰ, 잠원동 8-24,127.0185089,37.51809169
(218-11), 장위동 218-11,127.0442606,37.61854917
모아 뉴캐슬, 장위동 50-33,127.0582272,37.61213827
씨엠오스빌, 장위동 50-35,127.0580155,37.61208419
석계역 한일노벨리아시티, 장위동 8-2,127.0610645,37.61359483
제이매크로 타워, 저동2가 7-2,126.9905411,37.5651469
광화문 플래티넘, 적선동 156,126.9735586,37.57443854
정안타워빌, 정릉동 480-1,127.0120876,37.60291594
월드 오피스텔II, 정릉동 882-5,126.9985329,37.60856653
르메이에르종로타운1, 종로1가 24,126.9699597,37.57219342
라움하우스, 종암동 3-1123,127.0345156,37.60009848
로얄파크빌, 종암동 3-1278,127.0355261,37.59941427
우암에이스타워, 중계동 143,127.0753252,37.66024917
새롬스타빌, 중계동 360-12,127.0762978,37.64849501
"	(506)	", 중계동 506,127.0642607,37.63992867
씨앤미, 중계동 509-1,127.0682362,37.64074924
리아리움더언타워, 중곡동 157-17,127.0807752,37.55740354
아스하임, 중곡동 157-6,127.0804368,37.55720602
"	(158-4)	", 중곡동 158-4,127.081019,37.557614
좋은사람 좋은집, 중곡동 190-3,127.0786512,37.56747545
아뜰리에, 중곡동 341-3,127.0817569,37.55695061
비버리캐슬, 중곡동 41-33,127.082438,37.56186156
정익제이타워1차, 중곡동 639-4,127.0777106,37.55829179
정익제이타워2차, 중곡동 639-6,127.0780146,37.55811355
아지(AZ)0213, 중곡동 648-14,127.0795712,37.55818186
와이위드미, 중곡동 648-19,127.0796622,37.55841787
지·오오피스텔, 중곡동 92-3,127.0885214,37.55588164
더샤이닝, 중화동 208-16,127.0752569,37.59439771
중화동 범양프레체, 중화동 208-4,127.0758851,37.59448225
탑클래스2차, 중화동 305-59,127.0788684,37.60194972
이룸스페이스, 증산동 163-10,126.9113681,37.58590746
은평뉴타운솔하임, 진관동 60,126.9180952,37.63967039
은평뉴타운엘크루, 진관동 65,126.9212089,37.64268737
은평뉴타운 꿈에그린, 진관동 66,126.9200314,37.64017574
웅신 미켈란의아침, 진관동 73,126.91962,37.6352747
EQ빌딩, 창동 13-2,127.0501654,37.65349021
창동 SR스타빌, 창동 135-28,127.0471354,37.65251829
플러스 오피스텔, 창동 181-46,127.0455965,37.65934226
타임프라자, 창동 296-1,127.0414452,37.65565298
창동신원리베르텔, 창동 338,127.0459277,37.651474
창동 한원 힐트리움51, 창동 442-51,127.0411555,37.64225837
파크힐, 창동 443-4,127.0411921,37.64168196
ESA홈타운, 창동 585-1,127.0355007,37.64043664
우성하우스빌, 창동 603-5,127.0399206,37.64142429
노블캐슬오피스텔, 창동 621-4,127.036796,37.6460587
북한산 드림시티, 창동 623-48,127.0362183,37.64441196
북한산 파크, 창동 623-6,127.036675,37.64502241
북한산현대홈시티(624-1), 창동 624-1,127.0341038,37.64505055
태솔유니크빌, 창동 624-15,127.0349508,37.64492383
황지 클래스, 창동 629-25,127.0355395,37.64363348
창동 투웨니퍼스트, 창동 630-5,127.0356209,37.64286605
삼일맨션, 창동 632-1,127.0360144,37.6415174
대원쉐르빌11차, 창동 632-29,127.0349791,37.64052073
The H 2차, 창동 635-31,127.0343332,37.64189944
북한산현대홈시티(647-1), 창동 647-1,127.033728,37.6443421
북한산현대홈시티(647-11), 창동 647-11,127.0342814,37.64401521
야베스오피스텔, 창동 650-32,127.0338503,37.64604506
보성오피스텔, 창동 655-28,127.0342685,37.64660249
"	(659-2)	", 창동 659-2,127.0355053,37.64855169
쌍문하이빌, 창동 659-21,127.0356747,37.64883505
삼성쉐르빌퍼스티, 창동 659-29,127.0347729,37.64791879
"	(661-5)	", 창동 661-5,127.0363567,37.64997548
월가타워, 창동 7,127.049043,37.65223399
DH-D타워, 창동 715-22,127.0398115,37.65471769
JINI vill, 창동 715-9,127.0394239,37.65562127
탑클래스, 창동 731-113,127.0405538,37.6568787
부강애스테이, 창동 731-123,127.0411863,37.65689679
(744-1), 창동 744-1,127.0478854,37.66147079
라르플레이스1단지, 창동 749-14,127.0418574,37.65991455
라르플레이스2단지, 창동 749-15,127.0423015,37.65981432
종로 웰라이프, 창신동 302-1,127.0144167,37.5730226
아남오피스텔, 창천동 20-41,126.9392853,37.55624677
신영스카이텔, 창천동 20-51,126.9390044,37.55618176
신촌 르메이에르타운5, 창천동 29-81,126.938258,37.5560563
홍익사랑, 창천동 490,126.9272731,37.5612256
창천오피스텔, 창천동 92-7,126.9330764,37.56053991
경선파인 오피스텔, 창천동 97-64,126.9321067,37.5615502
더메종277, 천왕동 277-6,126.8388173,37.48140446
신구오피스텔, 천호동 151-2,127.1356311,37.53848022
한성하우징, 천호동 155-3,127.13514,37.53748437
강동역두산위브센티움, 천호동 155-5,127.1346996,37.53721294
정암하이빌, 천호동 161-17,127.1338511,37.53717045
S.I 팰리스, 천호동 163-15,127.1341943,37.53783309
성우스타팰리스, 천호동 163-30,127.1338456,37.53801302
다성이즈빌, 천호동 163-5,127.1331775,37.53816193
현일 디와이디, 천호동 163-7,127.1330602,37.53797376
하이브2, 천호동 164-70,127.1332596,37.53721313
선경오피스텔, 천호동 165-1,127.1321753,37.53853796
1동(166-100), 천호동 166-100,127.1316931,37.53862756
천호동 오피스텔, 천호동 166-107,127.1308409,37.53833891
다성 이즈빌, 천호동 166-59,127.1316563,37.53972068
다성 이즈빌, 천호동 167-102,127.1322714,37.53908926
아이파크뷰, 천호동 167-104,127.1323448,37.53923743
주성아파텔, 천호동 167-117,127.1323316,37.5395713
루체167, 천호동 167-122,127.132036,37.53911549
더존예가, 천호동 167-134,127.1321894,37.53876045
케이디천호, 천호동 167-147,127.1332023,37.53929529
에코 타워빌, 천호동 167-153,127.1329822,37.53938731
더존캐슬, 천호동 167-156,127.132786,37.53911934
더존하우스, 천호동 167-159,127.1327641,37.53921856
다성 이즈빌, 천호동 167-17,127.1336682,37.53900107
예건네스빌, 천호동 167-175,127.1326094,37.53915613
다성이즈빌, 천호동 167-2,127.1327368,37.53893578
아이빌리지, 천호동 167-43,127.1338551,37.53909442
다성 이즈빌, 천호동 167-57,127.1323136,37.53882022
에스아이팰리스, 천호동 167-73,127.1318245,37.53947329
다성 이즈빌, 천호동 167-97,127.132545,37.53939442
(169-1), 천호동 169-1,127.133441,37.53847778
성우스타팰리스, 천호동 169-12,127.1343258,37.53821626
다성 이즈빌, 천호동 169-6,127.1337968,37.5383958
다성 이즈빌, 천호동 169-9,127.1339168,37.53836481
천호네스빌, 천호동 170-2,127.1335798,37.53870301
"	(287-5)	", 천호동 287-5,127.1281679,37.54935981
성우스타팰리스, 천호동 361,127.1277122,37.54490816
두산위브센티움, 천호동 414,127.1269614,37.53945597
엘림스퀘어II, 천호동 416-12,127.1263075,37.54031876
천호역 한강 푸르지오시티, 천호동 425-3,127.1257954,37.54032288
대우 한강 베네시티, 천호동 425-5,127.1249144,37.5405766
"	(431-5)	", 천호동 431-5,127.1234604,37.53997631
쌍용플래티넘리버, 천호동 432-10,127.1235139,37.54032955
대동피렌체리버, 천호동 442-34,127.1239504,37.54115353
힐탑프라자, 천호동 449-49,127.1313541,37.53661744
강동 상떼빌, 천호동 450,127.1304343,37.53701777
오피스텔 트레벨, 천호동 451-20,127.129497,37.53724951
미사 아름채 아파트, 천호동 452-15,127.1282524,37.53839905
비전그린오피스텔, 천호동 452-21,127.1285742,37.53830164
어바니엘, 천호동 452-22,127.1288668,37.53822274
엘림스퀘어, 천호동 452-5,127.1288808,37.53801529
드림하우스, 천호동 452-6,127.12868,37.53808943
한강리버빌, 천호동 466-3,127.1212532,37.5420944
프라임빌딩, 천호동 50-13,127.1416991,37.54316718
상떼 오피스텔, 천호동 554-2,127.1296578,37.54026994
스카이캐슬라, 천호동 562,127.1306207,37.53959384
더결블레스, 천호동 562-2,127.1306978,37.5394067
천호태영, 천호동 566,127.1299581,37.53820191
더 리버스 청담, 청담동 130-8,127.0553268,37.52434538
"	(46-3)	", 청담동 46-3,127.0488883,37.51927301
경원오피스텔, 청담동 5,127.045061,37.52358556
아노블리81, 청담동 91-2,127.0416188,37.52387933
용산 다올 노블리움, 청파동3가 80-6,126.9703422,37.54191605
명동 엠퍼스트플레이스, 충무로2가 48-2,126.9916055,37.56314412
엘크루 메트로시티, 충무로3가 49,126.9925109,37.56556889
이지마루 충무로, 충무로5가 36-19,127.0011973,37.56384835
충무로엘크루메트로시티2, 충무로5가 36-2,126.9901064,37.56152545
서대문 디오빌 오피스텔, 충정로2가 192,126.961609,37.56248515
충정리시온, 충정로3가 465,126.9593997,37.56433409
스타빌딩, 필동1가 22-2,126.9922287,37.56084285
파크뷰타워, 필운동 285-5,126.969485,37.57570564
삼정 이오니아, 하계동 256-13,127.0739265,37.63984927
센트라스, 하왕십리동 1070,127.0284459,37.56633795
왕십리 모노퍼스 주상복합, 하왕십리동 286-2,127.0293187,37.5695443
동인드림힐스, 하왕십리동 890-181,127.0285565,37.56424858
리오파크 오피스텔, 하왕십리동 898-2,127.0274819,37.56466068
동인 레반트 오피스텔, 하왕십리동 903-3,127.0290049,37.56422574
HK팰리스, 하월곡동 90-1261,127.032205,37.60553931
명남더블레스, 하월곡동 90-1817,127.0325486,37.60561306
웰유, 하월곡동 90-219,127.0324419,37.60409492
갤럭시하월곡, 하월곡동 90-260,127.0328262,37.60408388
라움하우스 월곡, 하월곡동 90-713,127.0329957,37.60351844
용산파크자이, 한강로1가 50-1,126.9697165,37.52339994
대우 월드마크 용산, 한강로1가 64,126.9728168,37.53582038
한강로 대우아이빌, 한강로2가 2-11,126.9717128,37.53535274
위너스타워, 한강로2가 2-132,126.9712365,37.53623091
한강현대하이엘, 한강로2가 2-36,126.9712365,37.53623091
용산 토투벨리, 한강로2가 2-37,126.9606578,37.52381551
한강로벽산메가트리움, 한강로2가 2-8,126.9702518,37.53395435
대우디오빌한강로오피스텔, 한강로2가 312-4,126.9713629,37.53555102
아스테리움 용산, 한강로2가 419,126.9703293,37.53392907
용산푸르지오써밋, 한강로2가 420,126.9703293,37.53392907
한강대우트럼프월드3, 한강로3가 65-230,126.9718286,37.53559964
"	(726-116)	", 한남동 726-116,127.0040615,37.54118344
SK리쳄블, 합동 116,126.9661891,37.56126368
충정로대우디오빌, 합동 117,126.9655972,37.56079507
성동샤르망, 행당동 192-29,127.0367835,37.56488897
(286-24), 행당동 286-24,127.0343408,37.56114564
왕십리 큐브스테이트, 행당동 286-25,127.0342529,37.56105097
퍼스트에비뉴, 행당동 286-38,127.0340313,37.56106363
왕십리역이스타빌, 행당동 287-15,127.0345929,37.56120627
1동, 행당동 292-28,127.0333245,37.56110174
코지펠리스, 홍은동 165-2,126.9386931,37.59627466
서대문 노블루체, 홍은동 274-32,126.9358169,37.5807404
동림오벨리스크, 홍은동 396-25,126.9288529,37.57988415
디에이원파크, 홍은동 400-3,126.9257511,37.58237258
A동, 홍은동 400-6,126.9259989,37.58212296
신영오피스텔, 홍은동 427,126.9366856,37.58201754
뉴센트빌, 홍익동 125-1,127.0358939,37.56572727
뉴센트빌, 홍익동 144,127.0357355,37.56511503
비앤리베스텔, 홍익동 146-1,127.0357781,37.56544337
세검정아트오피스텔, 홍지동 104-21,126.9607108,37.59919303
서명더퍼스트, 화곡동 1026-25,126.837588,37.54496836
경동엠파이어시티 101동, 화곡동 1051-1,126.8387996,37.54289199
아델리아Ⅴ, 화곡동 105-370,126.8422767,37.54145462
화곡투웨니퍼스트, 화곡동 105-378,126.8420945,37.54125187
화신오피스텔, 화곡동 105-398,126.8419337,37.54105311
세명 더블라썸, 화곡동 1063-10,126.8415453,37.54243039
"	(1063-17)	", 화곡동 1063-17,126.8416014,37.5426608
동인쉐르빌, 화곡동 1063-5,126.8413439,37.5425776
서안EZtel, 화곡동 1063-8,126.8417342,37.54252521
강서2차 크라운팰리스, 화곡동 1070-11,126.8352966,37.53994382
거영오피스텔, 화곡동 1073-9,126.8372806,37.5404165
그린오피스텔, 화곡동 1074-20,126.8393277,37.54077794
오피스텔(1075-18), 화곡동 1075-18,126.8402626,37.54085301
월드빌, 화곡동 1075-20,126.8404064,37.54079895
디아인스, 화곡동 1075-27,126.8405804,37.54081073
(1075-5), 화곡동 1075-5,126.8400971,37.54113582
한나일프레이즈, 화곡동 1097-6,126.8504687,37.55358922
예가채 Ⅱ, 화곡동 1105-10,126.8497976,37.55266108
우장산 자하클래식, 화곡동 1105-3,126.8499395,37.55255538
연우넥스트뷰, 화곡동 1107-3,126.8538913,37.55475564
연우넥스트파크뷰, 화곡동 1110,126.8526313,37.55484878
SJ라벨라, 화곡동 1111,126.8523299,37.55494333
경동엠파이어스테이트, 화곡동 1111-3,126.8518591,37.55430052
포유, 화곡동 1111-4,126.8517158,37.55402897
지엠벨리, 화곡동 1116-5,126.8512916,37.55344841
킹덤그레이스, 화곡동 111-84,126.8440282,37.54504189
강서 동도센트리움, 화곡동 1161,126.8528944,37.55467617
"	(24-103)	", 화곡동 24-103,126.8463612,37.54612749
"	(24-104)	", 화곡동 24-104,126.8464931,37.54606034
아델리아I, 화곡동 24-140,126.846342,37.54533707
리젠트라움-화곡, 화곡동 24-152,126.8471134,37.5457115
자하클래식, 화곡동 24-39,126.8468123,37.5480899
BK힐타운 화곡, 화곡동 24-43,126.8466773,37.54757364
대흥오피스텔, 화곡동 24-53,126.8470579,37.54696177
포엠빌, 화곡동 24-65,126.8460159,37.54678907
더플러스, 화곡동 24-76,126.8468894,37.54630454
아덴하임, 화곡동 24-92,126.8454706,37.54625476
동인오피스텔, 화곡동 29-39,126.847483,37.54675142
화성오피스텔(29-45), 화곡동 29-45,126.8477107,37.54647541
화성오피스텔(29-46), 화곡동 29-46,126.8478572,37.54640195
화성오피스텔(29-62), 화곡동 29-62,126.8481155,37.54600586
"	(343-66)	", 화곡동 343-66,126.8465722,37.53071653
멀티하우스, 화곡동 350-37,126.845167,37.53380863
골든빌, 화곡동 367-51,126.8419993,37.53809596
덕용팰리체, 화곡동 371-21,126.8381915,37.53692368
에이탑, 화곡동 400-51,126.8405802,37.5381673
에이탑오피스텔, 화곡동 70-5,126.8451187,37.54555685
우장산투웨니퍼스트, 화곡동 72-3,126.8462359,37.54732539
씨앤케이, 화곡동 779-9,126.8620473,37.53200185
(899-19), 화곡동 899-19,126.8462199,37.53023863
세림, 화곡동 899-2,126.8466967,37.53024886
양지샤인아파트, 화곡동 899-21,126.8460664,37.53018006
GM Valley, 화곡동 899-27,126.8455711,37.53036776
엠타워, 화곡동 899-29,126.8458919,37.53034358
동양하우징, 화곡동 899-4,126.8468008,37.53002905
월드오피스텔, 화곡동 899-43,126.84624,37.53037168
스위트132드림하우스, 화곡동 900-32,126.8454345,37.52996419
KM파크빌, 화곡동 903-11,126.847421,37.52930436
제이투오피스텔, 화곡동 903-5,126.8475854,37.52926956
화곡팰리스, 화곡동 904-3,126.8478101,37.52902431
"	(908-4)	", 화곡동 908-4,126.8470348,37.52794566
세교예지안5차, 화곡동 914-32,126.8445706,37.52910467
우공팰리스, 화곡동 916-32,126.8432915,37.52936115
천우네오젠 9차 및 오피스텔, 화곡동 916-6,126.8429541,37.5293898
삼성다빈치, 화곡동 917-14,126.8438295,37.52938948
세림아파트, 화곡동 917-4,126.8439598,37.52984012
베스트빌(917-7), 화곡동 917-7,126.8441296,37.52944142
청솔펠리스, 화곡동 920-16,126.8418454,37.53008299
청담라인씨티, 화곡동 920-17,126.8420349,37.53009481
(920-5), 화곡동 920-5,126.8424284,37.53014446
해평스퀘어, 화곡동 922-11,126.8404673,37.52939729
리치아파트, 화곡동 924-1,126.8420079,37.52969675
세교예지안6차, 화곡동 924-15,126.8415584,37.52911388
리치아파트 102동, 화곡동 924-24,126.8418064,37.52968663
세교예지안2차, 화곡동 925-11,126.8425763,37.52954164
아델스하임, 화곡동 925-22,126.8422984,37.52917403
"	(925-3)	", 화곡동 925-3,126.8427159,37.529637
메종드로제, 화곡동 926-3,126.842629,37.52881777
한양아이클래스, 화곡동 926-5,126.8419326,37.52885586
골든라인씨티, 화곡동 935-15,126.8393811,37.52854719
에스엠케이오피스텔, 화곡동 937-13,126.8390899,37.52931458
대성케이제이, 화곡동 937-14,126.8389582,37.52935112
창우이지스1, 화곡동 937-24,126.8395071,37.52954948
도양라비앙오피스텔, 화곡동 937-7,126.8398253,37.52934803
에스엠케이아파트, 화곡동 938-23,126.8395096,37.52997791
(938-3), 화곡동 938-3,126.8398336,37.5298025
웰타운B, 화곡동 938-5,126.839706,37.52976003
늘예솔하우스, 화곡동 938-9,126.8394133,37.52979577
서광프리메라, 화곡동 981-1,126.8487498,37.55031269
엠제이타운, 화곡동 981-3,126.8484452,37.55003412
넥시티, 화곡동 981-5,126.8486367,37.54993395
거산풀하우스, 화곡동 982-12,126.8481376,37.54927526
동도 센트리움 오피스텔, 화곡동 982-13,126.8478122,37.54915563
크라운뷰, 화곡동 982-17,126.8475278,37.54897585
강서구청 파크뷰 에버, 화곡동 987-1,126.8484764,37.55099572
강서크라운팰리스, 화곡동 998-5,126.8492508,37.55175373
아스하임, 화양동 111-102,127.0720674,37.54746342
BLUE SKY, 화양동 111-73,127.072355,37.54704059
(111-88), 화양동 111-88,127.0737273,37.54566142
광진 코지웰, 화양동 113-1,127.0718473,37.54703068
화양동 동도센트리움 캠퍼스파크, 화양동 116-2,127.070902,37.5475994
아스하임, 화양동 17-16,127.0700184,37.54711367
세종에버그린, 화양동 17-68,127.0692959,37.54663654
세종에버그린, 화양동 17-92,127.0692353,37.54652383
화양 디펠리체, 화양동 18-9,127.0696405,37.54781158
하이뷰오피스텔, 화양동 193,127.0723016,37.54739165
SHEEL TOWER, 화양동 19-52,127.0688339,37.54710365
광진안틸리아, 화양동 20-5,127.0680814,37.54723631
광진안틸리아, 화양동 20-8,127.0678619,37.54717998
광진캠퍼스시티, 화양동 21-20,127.0678763,37.5478192
케이타워 오피스텔 B, 화양동 21-22,127.0686006,37.54769075
케이타워 오피스텔 A, 화양동 21-23,127.0687088,37.5478072
글로벌시티, 화양동 49-12,127.0663867,37.54167446
캠퍼니안, 화양동 93-3,127.0737479,37.54506946
"	(98-1)	", 화양동 98-1,127.0724461,37.54575722
-1079, 황학동 1079,127.0227915,37.56759226
위너빌(Winnervill), 황학동 1200,127.0214058,37.56772113
벨로하우스황학, 황학동 1565,127.0221512,37.56916647
동광팰리스, 황학동 1572,127.022609,37.56955691
MAVL PLACE, 황학동 1596,127.023268,37.56911608
블루카운티Ⅱ, 황학동 1628,127.0224157,37.56952617
OR Plus Loft 오피스텔, 황학동 1694,127.023171,37.5701883
청계 블루카운티, 황학동 1720,127.0220494,37.57020258
다올노블리움A동, 황학동 1744,127.0210308,37.57032968
다올 노블리움 B동, 황학동 1744-1,127.0209957,37.57018114
골든빌, 황학동 1752,127.0208551,37.56945761
황학동 1931 주거복합 시설, 황학동 1930,127.020347,37.57004439
-2022, 황학동 2022,127.0209492,37.56906422
신당역올리브2, 황학동 2484,127.0226259,37.56562088
하늘드리움, 황학동 656,127.0211787,37.56676766
한양 I-Class, 황학동 787,127.0233009,37.56709782
올리브1, 황학동 808,127.0233281,37.56616957
"	DUO302	", 황학동 819,127.0232798,37.56657321
아미인, 황학동 836,127.022849,37.56628806
신당블루카운티, 황학동 846,127.022522,37.56630004
하늘드리움2차, 황학동 876,127.0219867,37.56668608
황학동 코아루, 황학동 882,127.0224774,37.56670804
센트럴시티대학로, 효제동 167,127.0044892,37.5725341
반도 보라 아이비 타워, 효제동 45,127.0013426,37.57479953
포레스트힐시티, 효제동 65-2,127.0018365,37.57420143
동대문 와이즈 캐슬, 흥인동 119,127.0154676,37.56584496
청계천 두산위브더제니스, 흥인동 13-1,127.0170938,37.56685277
위더스하임, 흥인동 142-1,127.0142203,37.56608449
동대문솔하임, 흥인동 8,127.0163463,37.5677469
리마크빌 동대문, 흥인동 86,127.0165976,37.5660029
